,阅读量,回复量,新闻,日期
1107,985,2,主力这是没有钱了吗？还是主力跑了？今天可是吓跑了不少人啊。还是今天缓一缓，主力明,12-09 16:23
1108,140,1,垃圾就是垃圾,12-09 16:20
1109,265,0,看筹码今天套一批，老白干这一波已经是打工小弟，名字也不吉利，老是让你白干，耗子尾,12-09 16:18
1110,187,1,刚刚有点像逃亡。就三百股看情况,12-09 16:16
1111,145,1,在出货，鉴定完毕,12-09 16:05
1112,16173,2,这些股票首次进入券商“法眼”！其中3只最近5天涨超20%,12-09 16:01
1113,8347,26,我这个人很浪漫的。我又喜欢炒股，又喜欢文学艺术，还喜欢花花草草，山山水水，喜欢大,12-09 16:01
1114,135,0,002748,12-09 16:00
1115,134,0,明天应该怎么走,12-09 15:59
1116,172,1,老白干。老白干。一天下来又白干。幸亏分仓青青了[愉快][憨笑],12-09 15:59
1117,201,0,老白干酒股价向30迈进步伐不会被大盘起伏而动摇,12-09 15:56
1118,127,0,，，，,12-09 15:55
1119,162,0,老白干看高30元,12-09 15:55
1120,206,1,起飞！,12-09 15:54
1121,179,0,兄弟们看图吧,12-09 15:53
1122,2700,18,等了这么多天，终于涨停了！前几天券商银行板块那么好，我都没有买，始终持有老白干和,12-09 15:52
1123,133,0,这走势，洗出去不少，明天看涨,12-09 15:52
1124,134,0,昨天买的今天没走，毕竟板块还有3只涨停的，在拿一天看看，行情好不好都是要喝酒的！,12-09 15:52
1125,111,0,今天尾盘套不少人，明天继续做T[呲牙],12-09 15:52
1126,260,1,谢谢，下午给了个机会下车，再回来,12-09 15:50
1127,100,0,人气太高也不是好事，唉,12-09 15:49
1128,112,0,估计你是诱多的帮凶[大笑],12-09 15:49
1129,262,1,青青稞酒涨停了 块跟上，，，,12-09 15:49
1130,138,0,不喝酒全部翻车,12-09 15:49
1131,114,0,今天又喝一壶 味道不错,12-09 15:48
1132,104,0,今天买二箱老白干酒喝喝,12-09 15:47
1133,147,0,明天若低开，是好的买点吗？[为什么],12-09 15:46
1134,249,0,老白干一个月接近翻倍，可还是便宜，武陵酒未来有两个确定性一：是武陵酒在省内的销售,12-09 15:45
1135,130,0,八块钱的时候没人要，现在二十块钱却大家抢[大笑][大笑][大笑],12-09 15:43
1136,125,0,顽强的老白干，本总敬佩！,12-09 15:41
1137,805,0,这个股跟妖股最大的区别！就在于散户太多，散户太多要不就市场龙头，要不就出货，很明,12-09 15:41
1138,116,0,别买了，让它多跌点。还没跌到位,12-09 15:40
1139,142,0,金枫酒业散户都蒙了。笑死了,12-09 15:37
1140,116,0,老白今天没劲想休一天,12-09 15:37
1141,104,0,上窜下跳的[色][得意],12-09 15:36
1142,96,0,空头狗，还删我帖子,12-09 15:36
1143,101,0,再牛也顶不住大盘这样玩,12-09 15:36
1144,96,0,买买买酒，只买酒,12-09 15:35
1145,106,0,给我雄起别养胃,12-09 15:35
1146,87,0,高血压,12-09 15:34
1147,123,0,果然老白干一拉，大盘就拉稀,12-09 15:33
1148,103,0,大家好，可以买吗？ 你们成本多少?,12-09 15:33
1149,158,1,是买入机会,12-09 15:33
1150,99,0,一拉就有大单出货的。。。。。。。,12-09 15:33
1151,117,0,哎，从15块看着你创新高在回到17块还是不敢买，就怕白酒板块崩盘,12-09 15:32
1152,93,0,金徽都要涨了，你还不涨？,12-09 15:32
1153,124,0,老白干创出新高后失去了方向，明天会继续调整。,12-09 15:32
1154,109,0,拉高出货去,12-09 15:31
1155,87,0,我买这么多就它是红的,12-09 15:31
1156,834,0,老白干酒盘中最高23.65元，股价连续两日创历史新高,12-09 15:29
1157,118,0,就看明天能不能出来了赌徒们！哈哈哈,12-09 15:29
1158,107,0,主力厮杀，神仙打架。,12-09 15:29
1159,144,0,你这么厉害，当玉皇大帝,12-09 15:29
1160,104,0,服了，买那个，死哪个,12-09 15:28
1161,110,0,跳水我靠,12-09 15:28
1162,102,0,还有15分钟了加油涨到五个点,12-09 15:28
1163,128,0,优秀，从不套人,12-09 15:28
1164,95,0,早上金微跟你，选了你这，,12-09 15:27
1165,135,0,拉萨团结路了，欢迎新主力,12-09 15:27
1166,108,0,隔壁绿绿稞涨停了[大笑],12-09 15:26
1167,93,0,直接冲嘛，历史最高赚大钱,12-09 15:26
1168,107,0,太冲动了[滴汗],12-09 15:26
1169,111,0,青青稞酒龙头，金微酒第二龙头，老白干完蛋了,12-09 15:26
1170,104,0,没事没事炸吧赚的够你炸一次,12-09 15:25
1171,227,1,如果下午拉上分时均线，不跳水就很美丽了！st舍得也开板了,12-09 15:25
1172,100,0,搞笑了,12-09 15:25
1173,99,0,白酒是刚需！人人都要喝。,12-09 15:24
1174,98,0,上方无压单,12-09 15:24
1175,105,0,真正的出货开始了,12-09 15:24
1176,88,0,真带劲。点,12-09 15:24
1177,129,0,明天后天再创新高！,12-09 15:24
1178,111,0,龙头青青稞酒涨停了，8万手封单,12-09 15:23
1179,146,0,老白干丧失龙头地位，青青稞酒三涨停。青青稞酒成为新龙头,12-09 15:23
1180,145,0,老白干拉升太费钱了，不如青稞酒简单，连早上负五个点的金枫都拉升超过它了,12-09 15:23
1181,97,0,年轻人地位不保。,12-09 15:23
1182,120,0,坐等30[鼓掌],12-09 15:23
1183,103,0,青青稞酒龙头冲涨停了……,12-09 15:23
1184,109,0,我真是服了买个啥不好,12-09 15:22
1185,350,5,早上拉高跑了，给劳资狠狠跌,12-09 15:22
1186,91,0,最后30分,12-09 15:21
1187,109,0,青青和金徽都拉涨停了,12-09 15:21
1188,93,0,追错了，刚应该追金徽酒,12-09 15:21
1189,182,2,买买买，今天收大阳线,12-09 15:21
1190,115,0,注意:青青稞酒涨停！……,12-09 15:21
1191,112,0,600559.002948.002958.300133业绩拐点,12-09 15:21
1192,122,0,死守老白干，买任何股都是错的！,12-09 15:20
1193,110,0,看了一天没做事，出了，下次再回来,12-09 15:19
1194,108,0,龙头，加油，还有二十分钟，给我点快乐[傲],12-09 15:19
1195,136,0,上龙头青青棵金徽,12-09 15:19
1196,105,0,有人压盘,12-09 15:18
1197,118,0,牛逼，真稳,12-09 15:18
1198,220,1,机构是奔着酱香老二来的，武陵酱香酒，香飘南方春,12-09 15:18
1199,110,0,未来空间很大！,12-09 15:17
1200,251,1,白干主力 太水 判断失误 当不了龙头,12-09 15:17
1201,92,0,我卖就涨[滴汗],12-09 15:17
1202,221,0,天猫超市今天宣布，将自12月10日开启最大规模茅台酒单月供应，预计超过40万瓶5,12-09 15:16
1203,150,0,看来今天上车上对了，左手老白干，右手金徽酒,12-09 15:16
1204,93,0,最强的信仰[赞][赞][赞],12-09 15:15
1205,91,0,两点半到了，来个涨停,12-09 15:15
1206,90,0,没看错你,12-09 15:15
1207,217,1,呼叫万手哥,12-09 15:15
1208,98,0,青酒涨停，该您了老白干,12-09 15:15
1209,100,0,今天买了，加油冲啊[鼓掌],12-09 15:14
1210,26872,13,贵州茅台8亿大额捐赠惹众怒，230名股东组团欲诉讼维权......,12-09 15:14
1211,106,0,四连阳了，短线客今天活动比较频繁[色][得意],12-09 15:14
1212,165,0,天猫超市今天宣布，将自12月10日开启最大规模茅台酒单月供应，预计超过40万瓶5,12-09 15:14
1213,95,0,吃药喝酒行情,12-09 15:13
1214,158,1,来了,12-09 15:12
1215,118,0,好明显，要调整了，换酒。速度。,12-09 15:12
1216,112,0,老白发力啊,12-09 15:11
1217,118,0,青青稞酒龙头,12-09 15:11
1218,140,0,错过了，老白干行情还没结束,12-09 15:09
1219,130,1,算了，再出一点去补另一个弱势股[捂脸],12-09 15:08
1220,130,0,002948西凤.603025茅台,12-09 15:08
1221,109,0,能涨停，你就牛逼了,12-09 15:08
1222,723,0,看今天走势，某些大资金和大户都没有什么格局，他们在老白干挣点钱，在别的地方也会亏,12-09 15:08
1223,99,0,茅台开始向2100进发,12-09 15:08
1224,86,0,今天收盘能红就好！,12-09 15:08
1225,98,0,卖盘压制不住了，买盘必须红！,12-09 15:08
1226,110,0,天时，地利，人和缺一不可,12-09 15:07
1227,104,0,明天白酒接着浪[鼓掌],12-09 15:07
1228,105,0,我刚买你就跌，我也是服了,12-09 15:06
1229,109,0,老白干酒要上一百元，必须学习茅台酒，五粮液酒高端酒品牌，大幅抬高高端酒酒价,12-09 15:06
1230,215,0,历史还是很有趣，老白干酒得巴拿马金奖，茅台得第二名，现在股价茅台远超，老白干酒还,12-09 15:05
1231,157,0,要过年了，大家都看好白酒，今年股民人数激增，市场上有的是钱,12-09 15:04
1232,127,0,庄家吃酒挂了,12-09 15:04
1233,107,0,金徽酒红了，你也要红。,12-09 15:03
1234,102,0,有本事 拉涨停,12-09 15:02
1235,123,0,老白干紧盯茅台，走势和茅台一样,12-09 15:01
1236,118,0,这是避雷针么[俏皮],12-09 15:01
1237,147,0,就连青稞酒马上就要追上来了，老白干情何以堪,12-09 15:01
1238,178,0,今天收盘价22元，五角九,12-09 15:00
1239,196,0,垃圾就是垃圾,12-09 15:00
1240,375,3,感觉这一波差不多到头了吧,12-09 15:00
1241,115,0,有狗B压着,12-09 14:58
1242,114,0,加仓 干,12-09 14:58
1243,145,0,大单一直在卖出，为什么还会有这么多SB在喊着买入，这不是害人吗,12-09 14:57
1244,164,0,开始套人了,12-09 14:56
1245,120,0,今天差不多流出3亿，明天继续玩,12-09 14:56
1246,585,3,老白干保到60，可比舍得。,12-09 14:56
1247,120,0,这是在引人高位接盘？,12-09 14:56
1248,118,0,青稞酒厉害,12-09 14:55
1249,115,0,明天要跌停了快跑………,12-09 14:55
1250,110,0,压单黑压压的,12-09 14:55
1251,90,0,拉忘出兵,12-09 14:55
1252,86,0,牛bi,12-09 14:55
1253,104,0,卖飞了不过也挣了点,12-09 14:55
1254,166,0,跌停,12-09 14:54
1255,112,0,逛了一圈还是酒好喝,12-09 14:54
1256,197,0,疯狂出货,12-09 14:53
1257,182,0,【聊聊 300107建新股份 的投资逻辑】,12-09 14:53
1258,127,0,大盘绿白酒红大盘红白酒绿,12-09 14:53
1259,170,1,忍得住寂寞，守得住繁华！才能成为赢家,12-09 14:52
1260,116,0,砸盘的都没有格局,12-09 14:51
1261,119,0,还没开始这就结束了吗,12-09 14:51
1262,103,0,起来干,12-09 14:51
1263,104,0,卖了就涨了，。。[大哭][大哭],12-09 14:51
1264,132,0,这是龙头，全仓干,12-09 14:51
1265,100,0,买棺材的赶紧卖,12-09 14:50
1266,103,0,关键时刻还是看白酒，白酒来者不拒为出货,12-09 14:50
1267,99,0,哈哈太牛了反包，此时此刻下午买酒喝，这才是龙头的表现,12-09 14:50
1268,137,0,老白干已经算股价低的。我看好60。毕竟也是有历史的的。就像二锅头,12-09 14:50
1269,456,7,我上车了,12-09 14:50
1270,119,0,你终于拉了,12-09 14:49
1271,334,2,难得又是老套路？,12-09 14:49
1272,132,0,这盘洗的干净,12-09 14:49
1273,111,0,牛，佩服[赞],12-09 14:49
1274,307,1,今天的调整是为了上30而加油准备！,12-09 14:49
1275,1338,19,深圳深南东路，厉害了[赞][赞][赞],12-09 14:49
1276,250,2,现在不跑，十年大顶,12-09 14:48
1277,258,2,放量出货,12-09 14:48
1278,106,0,牛，佩服[赞],12-09 14:48
1279,99,0,刚卖就涨，我真服了,12-09 14:48
1280,221,1,这是在干嘛,12-09 14:47
1281,101,0,和大盘比，不错了,12-09 14:47
1282,106,0,白酒反包了金徽股东路过[傲],12-09 14:47
1283,81,0,万手哥到你出手的时候了，,12-09 14:47
1284,103,0,老白干的主力舍得又要拉板啦今天请收到分时均线上面啊,12-09 14:46
1285,87,0,主力会听你的？,12-09 14:45
1286,682,8,只有我能看到顶部和底部，但是我不说出来。自己知道就好,12-09 14:44
1287,102,0,测试压力，蓄势待发,12-09 14:44
1288,1086,0,要卖的快卖！别挡着涨,12-09 14:44
1289,210,2,稳,12-09 14:44
1290,105,0,300421,12-09 14:43
1291,109,0,我来了，打不过就加入，白酒无敌重仓买入坐等吃肉,12-09 14:43
1292,83,0,真的要不要去新阳光医院看看,12-09 14:43
1293,131,1,早上拉高跑了，给劳资跌，哈哈刺激跌停接一手留念。择机再回来，回调就跌快点，干,12-09 14:42
1294,162,0,与其它酒比价格低,12-09 14:42
1295,78,0,突突,12-09 14:42
1296,331,3,卖飞了,12-09 14:41
1297,97,0,怎么跌不下来？,12-09 14:40
1298,95,0,早上拉高跑了，给劳资狠狠跌,12-09 14:39
1299,158,0,买买买,12-09 14:39
1300,118,0,缩量调整大概率有新高预期,12-09 14:39
1301,163,0,佩服你,12-09 14:37
1302,101,0,换手率那么高,12-09 14:37
1303,156,0,过山车。。。[滴汗],12-09 14:36
1304,118,0,控盘技术一流，蓄势待发，低吸,12-09 14:35
1305,103,0,沪股通快进快出，现在就看有没有人愿意往里进了,12-09 14:34
1306,121,0,浪潮信息技术形态不错,12-09 14:34
1307,175,0,你才是龙头,12-09 14:33
1308,90,0,雄起老百干！！,12-09 14:32
1309,88,0,雄起老百干！！,12-09 14:32
1310,164,1,时刻准备割韭菜的走势！,12-09 14:30
1311,233,0,流出了20个亿竟然没跌,12-09 14:29
1312,118,0,雄起！老白干！怕求哦,12-09 14:29
1313,179,1,又套了多少人？,12-09 14:28
1314,111,0,散户只要一看多就玩完，跌到二十左右看怎么样！,12-09 14:28
1315,165,0,老白干向30元前进,12-09 14:25
1316,230,1,今天估计就这样了，毕竟才被点名涨多了[大笑],12-09 14:24
1317,284,4,酒到头了！跑吧！,12-09 14:24
1318,210,0,跑来跑去的所谓高手不知道现在对老白干又是什么态度了，今天又进来看看你们吹水,12-09 14:22
1319,202,0,潜在茅台600559,12-09 14:21
1320,296,1,明天创新高，买盘不惜代价在买,12-09 14:19
1321,125,0,鉴定为振荡甩获利盘,12-09 14:18
1322,106,0,今天不垮就是胜利,12-09 14:13
1323,138,0,这么大量都顶住了，问题不大。有大豪二锅头顶着，茅五断后。,12-09 14:12
1324,203,1,好样的,12-09 14:11
1325,112,0,再见吃肉跟不上挨刀一刀都没少过,12-09 14:11
1326,180,1,大盘压力比较大，不知道白酒下午能否夺回价投地位,12-09 14:09
1327,203,0,为什么老白干不值一百元，它的历史也很久远,12-09 14:05
1328,162,0,牛,12-09 14:04
1329,132,0,大家散了吧，主力说我们18块见,12-09 14:02
1330,145,0,茅台的追随者[毛估估][毛估估][毛估估][毛估估]新高不断。,12-09 13:58
1331,127,0,大家咋个看,12-09 13:58
1332,119,0,拯救大盘唯一的力量，白酒！,12-09 13:57
1333,302,4,如果你盯盘盯的难受，怕拿不住股！就赶快看书学习，充实自己！！！,12-09 13:57
1334,118,0,小散今天不跑要活埋了,12-09 13:55
1335,124,0,关健时刻酿酒又要上了，低调一上午了,12-09 13:54
1336,128,0,茅比庄抓起来！！！,12-09 13:54
1337,135,2,早上拉高跑了，给劳资狠狠的跌，哈哈刺激,12-09 14:27
1338,198,2,看趋势的话，30应该可以到,12-09 14:09
1339,128,0,今天适合进场吗？？,12-09 13:54
1340,189,1,久违了的单边行情即将到来！兄弟们拿好了你呢[想一下][想一下],12-09 13:53
1341,110,0,老白干一周没戏了,12-09 13:53
1342,109,0,昨天流入的，今天就流出了,12-09 13:51
1343,112,0,早上拉高跑了，给劳资跌，哈哈刺激,12-09 13:50
1344,132,0,到40就卖，不到40当股东也不错,12-09 13:50
1345,98,0,md早上大意了没有闪,12-09 13:50
1346,130,0,中午调整那么大下午能不能往上在拉一波啊,12-09 13:49
1347,138,0,买下不动，放一年后会怎么样[为什么][为什么],12-09 13:49
1348,125,0,明天低开收盘跌停快跑………,12-09 13:49
1349,141,0,看好你,12-09 13:48
1350,133,0,老白干,12-09 13:46
1351,119,0,调的不深，拭目以待[色][得意],12-09 13:46
1352,131,0,抢筹，任何回调都是买入机会,12-09 13:46
1353,102,0,开盘跑了，等跌停了在回来,12-09 13:45
1354,161,0,不服不行，服墙也不行，,12-09 13:44
1355,873,22,国干真香！尤其是1915国干,12-09 13:44
1356,117,0,这票很活跃，别看现在绿的等会分分钟翻红,12-09 13:42
1357,334,5,崩盘在即。。RT,12-09 13:40
1358,123,0,今天能涨五个点晚上喝酒戒酒很久了,12-09 13:40
1359,133,0,大哥，你不起来大家都不敢起来，看好你，你是最棒的,12-09 13:40
1360,137,0,加仓 干,12-09 13:40
1361,118,0,万手哥请出手,12-09 13:39
1362,164,0,就凭武陵酒这个牌子，股价也应该定位一百元之上，这瓶酒1OO多年前就超过茅台，老白,12-09 13:37
1363,308,3,主力真好，明天早盘还给你跑的机会!,12-09 13:37
