,阅读量,回复量,新闻,日期
2261,104,0,年底业绩暴增，年货采购！大宗交易！,12-08 14:06
2262,121,0,不封更好,12-08 14:06
2263,120,0,老白干，我爱死你啦，死拉死拉的[大笑][大笑][大笑][大笑],12-08 14:06
2264,108,0,新箱体诞生！,12-08 14:06
2265,107,0,天顶已成,12-08 14:06
2266,122,0,要跌停了，赶紧卖了，挣一点算一点,12-08 14:06
2267,289,3,开板？,12-08 14:05
2268,170,0,白酒科技,12-08 14:05
2269,111,0,天天不买老白干，那天天就是白干,12-08 14:05
2270,161,0,买五粮液,12-08 14:05
2271,121,0,不知道明天会不会后悔今天全卖了,12-08 14:04
2272,104,0,不是已经封了嘛咋啦,12-08 14:04
2273,146,0,洗干净，明天一字板加速,12-08 14:04
2274,173,0,快乐！上啊！,12-08 14:03
2275,129,0,打板进，明天发财[大笑][大笑],12-08 14:03
2276,108,0,涨停走了,12-08 14:03
2277,131,0,看了两天没进，涨停最追进去了，明天有肉吃没,12-08 14:03
2278,118,0,衡水老白干，喝出男人味！就是你，真男人,12-08 14:03
2279,101,0,机会就几秒哈，快！,12-08 14:03
2280,131,0,封不住有鬼。跑,12-08 14:03
2281,99,0,见T就买，你给我一个缝，我加仓！,12-08 14:03
2282,134,0,我咋没明白啥意思呢，怎么打开了又[大哭],12-08 14:02
2283,90,0,见T就买，快！,12-08 14:02
2284,147,0,幸亏昨天没卖,12-08 14:02
2285,134,0,西安人民热烈祝贺老白干成功涨停,12-08 14:01
2286,125,0,一只蝴蝶唱了一个月跌、又没上车！哈哈,12-08 14:01
2287,101,0,酒的文化就是神奇,12-08 14:00
2288,165,0,主动买套,12-08 14:00
2289,412,6,谁来安慰我下，我人今天20.8卖飞了老白干，32.8卖飞了迎驾供酒。后悔的生气,12-08 14:00
2290,128,0,都别走啊！都走了这个盘谁接了,12-08 14:00
2291,161,0,这波有人以为要开板跑没？主力顶着硬吃啊,12-08 14:00
2292,192,0,持酒过年，有肉吃有酒喝[兴奋][兴奋][兴奋][兴奋],12-08 14:00
2293,182,1,创新高了，挺住……,12-08 13:59
2294,129,0,最近20年最高位，恐慌,12-08 13:59
2295,133,0,去年因为疫情没有喝到酒，今年一定不醉不归！,12-08 13:58
2296,137,0,30，指日可待,12-08 13:57
2297,250,3,先走了[呲牙][拜神][拜神][拜神],12-08 13:57
2298,306,4,下班了,12-08 13:57
2299,115,0,老白干牛了啊,12-08 13:57
2300,118,0,明天会核按钮吗,12-08 13:57
2301,2126,22,今天嘲笑老白干，明年可能干不起,12-08 13:57
2302,125,0,在上涨的中买，错买可能就一次。在下跌的买，正确可能就一次,12-08 13:56
2303,113,0,五零玖意思50点9,12-08 13:56
2304,114,0,买武陵酒喝,12-08 13:56
2305,214,2,清仓走人,12-08 13:56
2306,103,0,年货采购，大宗交易，业绩暴增！,12-08 13:55
2307,173,0,不卖,12-08 13:54
2308,4677,38,问题是卖不出去，武陵酒在天猫淘宝拼拼多网上放一个月多品种才售0-10瓶。问题是卖,12-08 13:53
2309,171,1,我能追吗,12-08 13:53
2310,115,0,错过了10万[撇嘴][撇嘴],12-08 13:52
2311,121,0,上周五就看好了，就是不进，唉,12-08 13:52
2312,182,0,这个是要破天窗吗！,12-08 13:52
2313,219,1,炸板,12-08 13:52
2314,119,0,我们衡水老白干就是牛,12-08 13:51
2315,164,0,天量天价,12-08 13:51
2316,250,1,发财的各位给我斗股点点赞如何!祝各位天天涨不停（帖子是老白干的）[坏笑][坏笑],12-08 13:51
2317,195,2,超过酒鬼酒是没问题的！,12-08 13:50
2318,153,1,每年年底都会有只妖王诞生，今年会是谁呢？！,12-08 13:50
2319,315,1,我不管了 就算明天跌停我也买 为的就是如果明天继续上涨我还在后悔我没有上车,12-08 13:50
2320,199,3,哈哈下来了，等机会,12-08 13:50
2321,251,2,其实真要买了，就要拿住，等挣钱再出来，不会操作别乱动，不动我今天挣不少了,12-08 13:50
2322,200,1,TSL昨晚再创新高！！！,12-08 13:50
2323,156,0,封不住,12-08 13:49
2324,218,0,六氟磷酸锂龙头多氟多,12-08 13:49
2325,118,0,喝出男人味[为什么],12-08 13:48
2326,222,1,太牛了，跌八天三天就能涨回来,12-08 13:47
2327,141,0,md从八块看他涨到22块,12-08 13:47
2328,183,2,涨停就丅出今早加仓部分。,12-08 13:47
2329,257,5,留下的发财了，我是被21块钱洗出去了,12-08 13:47
2330,114,0,走人，祝留下的兄弟姐妹们发财,12-08 13:46
2331,158,0,拜拜,12-08 13:46
2332,170,0,139.08元突破历史新高老白干彻底打开上涨空间,12-08 13:46
2333,193,1,5000股涨停卖出。14:25-14:50必须炸板跳水！,12-08 13:46
2334,281,1,封不住,12-08 13:46
2335,147,0,14:25-14:50必须炸板跳水！没有跑的抓紧时间快跑！,12-08 13:46
2336,115,0,这么牛逼还能买吗,12-08 13:45
2337,111,0,出不了货，哈哈哈，继续反弹,12-08 13:45
2338,111,0,喝完酒，吃点药，再搞发展,12-08 13:45
2339,200,2,明天白酒大幅度回撤。老白干跌停……,12-08 13:45
2340,173,0,凶……大庄家,12-08 13:45
2341,82,0,我清了,12-08 13:45
2342,96,0,轻纺城，参股会稽山，要做中国酒网电商,12-08 13:44
2343,97,0,今天会打开新口子吗,12-08 13:44
2344,227,2,严重高估,12-08 13:44
2345,141,0,139.08创出历史高点，突破历史所有高点打开上涨空间,12-08 13:44
2346,170,0,又一个万亿市值即将诞生，[赞],12-08 13:43
2347,199,0,好了，我被洗了，22个点[捂脸]我未来一年只专注白酒电车了[可怜],12-08 13:43
2348,144,0,入场,12-08 13:43
2349,124,0,为什么还在涨，因为前段时间出货没人接的住，不如再拉一点再出货,12-08 13:43
2350,153,0,晚上喝酒庆祝一下，我只喝老白干。,12-08 13:43
2351,139,0,快闪,12-08 13:43
2352,125,0,绝对炸板，大单一直甩,12-08 13:42
2353,135,0,老白干酒暂向泸州老窖山西汾酒看齐，年后飞速超越，未来酒界二哥可期。莫畏高，勇者发,12-08 13:42
2354,147,0,卖了老白干加仓紫金矿业,12-08 13:42
2355,99,0,价值投资去个屁的。追涨杀跌真香[吃瓜][吃瓜],12-08 13:42
2356,405,3,这么多往外跑的是什么意思,12-08 13:42
2357,133,0,价值投资就是多买点白酒，再不买就买不起了,12-08 13:42
2358,107,0,哇靠赶上了末班车了,12-08 13:42
2359,108,0,别追了，今天虚高，明天开始调整了。等调整下去再接回来,12-08 13:42
2360,107,0,老白干，真是我的冤家，昨天卖，今天还涨停！！,12-08 13:42
2361,230,2,呼叫万手哥,12-08 13:42
2362,230,0,明天还能暴涨吗？不淡定啦,12-08 13:41
2363,107,0,业绩暴增，年货采办，柚子回来了！,12-08 13:41
2364,136,1,下午2点半涨停,12-08 13:40
2365,172,1,浪子回头，果断卖了半仓伊力特，入了老白干，果然强者恒强,12-08 13:40
2366,104,0,终于追到一个涨停板,12-08 13:40
2367,114,0,翻倍了，舒服，价格低还能涨,12-08 13:40
2368,164,1,主力跟我说了，目标50，放心买,12-08 13:42
2369,107,0,业绩暴增，年货采办，柚子回来了！,12-08 13:41
2370,114,0,翻倍了，舒服，价格低还能涨,12-08 13:40
2371,197,4,有没有人记得昨天说老白干今天要跌的那个玉蝴蝶？,12-08 13:40
2372,113,0,有点难封住，现在还早啊,12-08 13:39
2373,114,0,每年都会有个妖王诞生，猜猜是谁?!   年底的妖王！,12-08 13:39
2374,173,2,哇塞,12-08 13:38
2375,115,0,走了留下的发财[拜神][拜神][拜神],12-08 13:38
2376,104,0,17块的成本，卖了算了，越涨风险越大,12-08 13:38
2377,105,0,老白干酒牛逼！,12-08 13:38
2378,235,3,哦豁，又卖飞了[哭],12-08 13:38
2379,121,0,衡水中学高考状元多，因为衡水的水质好。喝老白干酒上清华北大。[微笑][微笑],12-08 13:38
2380,130,0,能封死的话明天还有一波可以操作啊,12-08 13:38
2381,111,0,虽然滴酒不沾，但偶偶屯点酒,12-08 13:38
2382,126,0,年货开始采办了，酿酒业绩暴增！,12-08 13:38
2383,105,0,早上出了半仓，虽然很难过，但也控制了风险，明早再出一半,12-08 13:38
2384,1187,8,卖盘如雨，消化完这些抛盘再说把，没买酿酒的先别进，出现涨停股再进不迟,12-08 13:37
2385,263,3,呼叫万手哥[鼓掌],12-08 13:37
2386,105,0,这什么利好至于涨停,12-08 13:37
2387,99,0,优秀的一匹[鼓掌][鼓掌][鼓掌],12-08 13:37
2388,113,0,这个感觉好猛,12-08 13:37
2389,108,0,涨停了给个赞,12-08 13:37
2390,114,0,涨而不停,12-08 13:36
2391,125,0,真的是上方无压力的好酒！,12-08 13:36
2392,111,0,早上刚跑了两分钟就涨，气死个人了[哭],12-08 13:36
2393,103,0,300806，快进,12-08 13:36
2394,97,0,上方无压力，来！年底业绩暴增！,12-08 13:36
2395,112,0,16元5万股，赶快给我拉升,12-08 13:35
2396,122,0,很明显在拉高出货,12-08 13:35
2397,96,0,主力终于出手卖了,12-08 13:35
2398,123,0,想要他回踩一下啊！我好买进,12-08 13:35
2399,105,0,威廉指数跌破15，极度超买行情，上涨到顶。不是尾盘崩就是明天早盘崩,12-08 13:35
2400,114,0,尾盘估计要掉一点，那时候会有砸盘,12-08 13:35
2401,104,0,白酒这玩意总低开涨停价走吧,12-08 13:35
2402,92,0,没有上方压力的好股，满仓干！,12-08 13:34
2403,120,0,我说最高点是涨停吧，还有五个点卖出去还沾沾自喜，哈哈，啥眼神,12-08 13:34
2404,121,0,老白干、迎驾贡酒、金种子和舍得,12-08 13:34
2405,102,0,小目标50元,12-08 13:34
2406,206,3,合理价格8元左右。风险太高！,12-08 13:34
2407,105,0,今天割肉的人还蛮多的,12-08 13:34
2408,100,0,采集年货来了！年底业绩暴增！,12-08 13:34
2409,105,0,开板就是机会，买入明天又晚涨停！加仓哟冲！,12-08 13:34
2410,87,0,上28元，应该没问题！,12-08 13:34
2411,111,0,走了，留下的发财,12-08 13:34
2412,97,0,新高在即，恭喜恭喜,12-08 13:34
2413,232,3,这样看来老白干酒要震荡几下上40元。,12-08 13:33
2414,111,0,青青都板了你不板说不过去吧,12-08 13:33
2415,96,0,强者恒强，上方无压力的好酒！,12-08 13:33
2416,188,2,昨天T飞了,12-08 13:32
2417,118,0,赶快上车，快过年了，白酒旺季到了,12-08 13:32
2418,171,2,老白干。快点拉涨停创个新高吧阿吧阿爸！！,12-08 13:31
2419,143,0,下午涨停，直奔30元，50元是盈利5万元的小目标！大目标80元[买入][买入],12-08 13:31
2420,99,0,酒 的业绩年底暴增，不要怂，满仓干！,12-08 13:30
2421,144,0,前期强势领涨的金辉和青青 今天板了 老白明天冲高以后就要换他俩了,12-08 13:30
2422,114,0,可惜我昨天下车了,12-08 13:30
2423,127,0,给力[赞]少赚2个点,12-08 13:30
2424,112,0,请教一下，这两天换手怎么那么高呢？,12-08 13:29
2425,95,0,年底了，谁还不置办个年货啊。业绩暴增了！,12-08 13:29
2426,150,0,老白干家乡酒，当地人就喜欢这高度白酒不上头，红白喜事全是老白干酒，没有五粮液茅台,12-08 13:29
2427,86,0,白酒行业越来越强,12-08 13:29
2428,461,4,低端白酒有可能致癌？我靠，垃圾老白干明天跌停开盘了？哈哈,12-08 13:29
2429,159,1,酿酒板块回来了！,12-08 13:29
2430,92,0,恭喜涨停,12-08 13:29
2431,92,0,这个是要掉了吗!掉一点我好进！,12-08 13:28
2432,153,1,下午直线跳水大跌,12-08 13:28
2433,105,0,白干我赞你，虽然我是20走的人，我赞你，我没能力进了，来年，我挺你。,12-08 13:28
2434,119,0,没有上方压力，就算稍微套两天，马上就是新高，满仓干！,12-08 13:28
2435,101,0,泡沫白酒要破了,12-08 13:28
2436,87,0,不知道！看一下情况！,12-08 13:28
2437,112,0,没有上方压力，就算稍微套两天，马上就是新高，满仓干！,12-08 13:27
2438,123,0,今天5.8卖了，现在要不要接回来[哭],12-08 13:27
2439,116,0,明天还涨，就去买几瓶五陵酒尝一尝,12-08 13:26
2440,136,0,武陵酒，加油，白酒新龙头,12-08 13:25
2441,107,0,半年后，你会发现22都是底部,12-08 13:25
2442,137,0,等今天的金辉等了十余天了，今早补了点，之前看好就是进早了。。起初赚钱的老白干没走,12-08 13:25
2443,110,0,年底了，年货该置办了吧，业绩暴增,12-08 13:24
2444,165,0,太精彩了，武陵酒！,12-08 13:23
2445,113,0,今天不跑明天等着活埋吧,12-08 13:22
2446,183,2,明天暴跌,12-08 13:28
2447,502,6,还能买吗,12-08 13:22
2448,139,0,舒服[大笑],12-08 13:22
2449,131,1,本来预测了创新高没坚持住利润少了好多哎但是明天要回调了等下次机会吧,12-08 13:21
2450,115,0,厉害了，买了一点,12-08 13:21
2451,107,0,涨停板妥妥的…,12-08 13:21
2452,134,2,卖早了还是祝,12-08 13:21
2453,145,0,放量突破新高，最少翻倍吧,12-08 13:20
2454,106,0,空头挡都不住了,12-08 13:20
2455,113,0,有多少人给那只蝴蝶唱下了车？我21下了18又上了！哈哈,12-08 13:19
2456,120,0,千金难买老鸭头,12-08 13:19
2457,200,2,昨天21.966追进来，想着今天完蛋了。结果还赚钱了。真是撑死胆大饿死胆小的,12-08 13:19
2458,220,6,21.4卖的血亏啊,12-08 13:19
2459,156,1,大队长超级看好白酒，下午大队长准备全仓买入白酒,12-08 13:15
2460,167,1,已创新高，给各位下车的机会,12-08 13:14
2461,1068,4,主力志在高远，一直在引人气，第18到第九，人气为王，引散户进来，才好杀猪。散户切,12-08 13:13
2462,179,1,就一定时炸弹，炸到13元来收拾残局,12-08 13:13
2463,155,0,哇塞,12-08 13:13
2464,105,0,不高不卖,12-08 13:12
2465,149,0,封住,12-08 13:12
2466,150,0,牛逼了,12-08 13:12
2467,167,0,要涨停？,12-08 13:11
2468,450,4,现在看来，这股你们不割还真是活该，不多做评论了，13元必到，百分之百确定了,12-08 13:11
2469,357,9,21.88追高了，本来想低开进的，没机会,12-08 13:11
2470,259,4,下午老老实实滚下来,12-08 13:10
2471,101,0,转发,12-08 13:09
2472,122,0,主要是股价便宜，还能创新高，而且是屡创新高[偷笑][偷笑],12-08 13:09
2473,206,0,好票,12-08 13:09
2474,264,4,18.86-22.46，下车喽,12-08 13:08
2475,357,4,明天该怎么走，大家看看,12-08 13:08
2476,107,0,红星代节奏？,12-08 13:08
2477,256,3,就是短打进来的，昨天幻想今天涨停就跑，但是现在又不舍得卖，忍痛先出一半…,12-08 13:08
2478,250,2,涨停吧,12-08 13:06
2479,145,0,今天稳住，明天拉，后市可期，可惜今天卖了，看着茅台大拉，慌，等回调了再进,12-08 13:06
2480,148,1,酒壮怂人胆，老白干要涨的你找不着天找不着地,12-08 13:06
2481,125,0,一只胡蝶乱咒，不出来了，看来他与老白干有三生三死之仇恨！,12-08 13:05
2482,123,0,恭喜老白干创两年内新高，继续加油,12-08 13:05
2483,132,0,厉害厉害昨天卖了[微笑],12-08 13:05
2484,184,1,本轮行情的龙头，坚定锁仓，继续看涨。,12-08 13:04
2485,285,4,白酒真疯狂，三天涨了20多个点,12-08 13:01
2486,149,0,封板吧,12-08 13:00
2487,100,0,两个点就跑了没那个赚钱的命,12-08 12:58
2488,186,1,这波龙头,12-08 12:58
2489,141,0,银行白酒新能源看你们三剑客真是牛银行大跌白酒大涨银行大涨白酒大跌新能源一涨就不停,12-08 12:54
2490,108,0,喝就完了,12-08 12:52
2491,117,0,白酒涨没有关系的，中水就不行，滚你哪的,12-08 12:51
2492,208,1,chunbi们，跌得爽不爽，哈哈，赶紧割肉吧，13在向你们招手,12-08 12:49
2493,111,0,今天出几手，明天换苹果[微笑],12-08 12:49
2494,1391,0,因为大豪收购红星，我上周五开盘，分别买入，老白干，金徽，迎驾，这三只。刚中午收盘,12-08 12:47
2495,111,0,快跑，双顶了,12-08 12:46
2496,105,0,老白干，在出货！,12-08 12:46
2497,185,1,业绩好吗？,12-08 12:46
2498,142,0,老白干要是赚钱了！大家可以去天猫京东买老白干和武陵酒支持企业业绩啊！,12-08 12:45
2499,127,0,三根长阳收复失地[赞],12-08 12:45
2500,115,0,今年过年就买老白干了[憨笑],12-08 12:45
2501,130,1,玉蝴蝶出来一下[呲牙],12-08 12:43
2502,276,4,卖飞了！,12-08 12:43
2503,211,3,建议武陵酒改名为：桃花源武陵就业股份有限公司。,12-08 12:38
2504,154,1,我傻乎乎的进来了！,12-08 12:37
2505,108,0,喝酒就能奔向幸福路！,12-08 12:37
2506,413,4,全仓买入，再也不让自己后悔了！,12-08 12:36
2507,118,0,难得判断准一次，结果资金不够→_→,12-08 12:36
2508,98,0,嗯嗯，大佬阔以，牛，哈哈,12-08 12:32
2509,210,3,建议武陵酒改名一下。,12-08 12:31
2510,116,0,跌到16，17没敢买,12-08 12:29
2511,196,2,22.1解套,12-08 12:29
2512,109,0,根据Max’s还会涨一波，大家坚持持住[大笑],12-08 12:29
2513,137,0,昨天还差两个点才回本，结果就卖了，痛心疾首啊，果然是正宗的韭菜[哭][哭],12-08 12:26
2514,271,4,出货了孩子们,12-08 12:23
2515,170,1,今日的新高就是明日的起点,12-08 12:23
2516,120,0,公司是不是有大事发生，强势的一塌煳涂。,12-08 12:23
2517,140,1,不奢望你涨停只希望你涨不停每天创新高就好，哈哈,12-08 12:21
2518,159,0,20以下的老干白再也见不到了，50见,12-08 12:20
2519,146,0,茅台汾酒泸州洋河五粮液古井贡舍得顺鑫金徽哪个便宜都是大牛股,12-08 12:20
2520,160,2,卖了你涨停，靠,12-08 12:20
2521,186,3,啥时候下来我建仓[想一下][兴奋],12-08 12:56
2522,132,1,今天情绪到了，大家都到了，今天要是不涨停对不起热爱老白干的所有股东！,12-08 12:33
2523,194,1,卖了就涨,12-08 12:26
2524,155,0,白酒股是收藏的不是卖的,12-08 12:19
2525,134,1,满仓了，搞涨停，加油……,12-08 12:19
2526,149,0,今年白酒不套人，马上就是白酒消费旺季，去年没喝的今年逃不了,12-08 12:17
2527,107,0,年前喝酒没有问题[大笑],12-08 12:15
2528,374,4,4个点被震下车，大腿拍肿了,12-08 12:15
2529,98,0,过年能不喝酒吗，满仓干就可以了,12-08 12:14
2530,5449,24,我真的很喜欢中国的酒文化。我想问一下股友们哪个会酿酱香型白酒，教一下我，我马上把,12-08 12:13
2531,206,2,15块多进的，希望能翻倍，,12-08 12:13
2532,206,2,尾盘涨停,12-08 12:11
2533,267,2,咋这么牛批，我看了一直没敢下手,12-08 12:10
2534,105,0,这是让我买酒的走势啊涨停板收盘必须买的！言而有信才是做人道理,12-08 12:09
2535,103,0,老是白干,12-08 12:09
2536,100,0,喝出男人味儿,12-08 12:09
2537,140,1,要卖吗,12-08 12:09
2538,125,0,下午看好老白干涨停创新高[看多],12-08 12:07
2539,104,0,不服不行！不服就干，生死看淡,12-08 12:05
2540,96,0,创新高了昨天刚进今天一个涨停,12-08 12:05
2541,212,4,卖早了晕,12-08 12:04
2542,383,4,果然买白酒股就不能带脑子,12-08 12:04
2543,563,10,老白是最正宗的白酒，唯一有白的白酒，最正宗[大笑][大笑],12-08 12:04
2544,105,0,小心。铺盖卷。,12-08 12:03
2545,126,1,今天高位进的明天会哭的，,12-08 12:02
2546,210,2,卖早了,12-08 12:02
2547,587,7,今天白酒板块大幅回调休整，老白干下跌5%,12-08 12:02
2548,99,0,[鼓掌][鼓掌][鼓掌]还是老白干给力，这么便宜,12-08 12:01
2549,119,0,看融资余量和融券余量，难不成把融券的给拉爆了？,12-08 12:01
2550,125,0,涨停的节奏，做短线的可以买，明天有溢价,12-08 12:01
2551,88,0,缺口气,12-08 11:59
2552,88,0,300094叨子鱼又涨4元一斤,12-08 11:58
2553,96,0,这酒还能喝吗？,12-08 11:58
2554,104,0,风水轮流转，大盘还得靠金融，下午转战银行股,12-08 11:57
2555,230,2,创新高了[鼓掌],12-08 11:57
2556,98,0,涨停啊，冲！！！！！,12-08 11:55
2557,110,0,老白加油，创新高，，，,12-08 11:55
2558,84,0,年底了，年货采购开始了！！！,12-08 11:55
2559,254,0,等今天的金辉等了十余天了，今早补了点，之前看好就是进早了。。赚钱的老白干没走，调,12-08 11:54
2560,115,0,没有上方压力的好酒！满仓干！,12-08 11:54
2561,93,0,300094突破7.2可见84,12-08 11:53
2562,195,1,[哭],12-08 11:53
2563,124,0,白酒行情持续到春节，还有两个月，两个月内老白干有可能到30元,12-08 11:53
2564,105,0,还没过年都喝高了，酒科技,12-08 11:53
2565,143,0,去天猫买老白干和武陵酒,12-08 11:52
2566,170,1,差你快涨停呀,12-08 11:48
2567,1916,0,12.8 早盘主力资金净流入流出比例最大的30只股票,12-08 11:47
2568,773,1,说你是老白干，你可能不愿意，白干了没有成绩，白忙活，瞎忙活了。不是的，你不但没有,12-08 11:47
2569,172,0,老白干三季度效益虽然同比都有所下降，但二季度比一季度多，三季度比二季度多，业绩快,12-08 11:47
2570,3793,0,12.8 早盘特大单资金净流入流出比例最大的30只股票,12-08 11:47
2571,134,0,守住22.1就可以。破22.1就抓紧跑,12-08 11:47
2572,106,0,挂个涨停价先跑了，该调整了，留下的发财,12-08 11:47
2573,131,0,[呲牙]我是来赚钱的，不是来感叹发展靠什么的，也没有那个资格，说一句白酒真香，,12-08 11:46
2574,135,0,茅台酒和五粮液股价多涨好高了，老白干酒30要涨吧，我等3O卖[微笑],12-08 11:45
2575,156,1,感谢主力，成功解套,12-08 11:45
2576,251,2,这个主力挺牛逼 不让金徽卡位,12-08 11:45
2577,118,0,，你个垃圾，，我一卖你就拉,12-08 11:44
2578,107,0,今天不板对不起我们所有热爱老白干的股东,12-08 11:44
2579,303,4,忍了好久。终于在两个点被洗下车了[哭][哭][哭],12-08 11:44
2580,543,14,刚卖就涨,12-08 11:44
2581,142,0,巨力索具的刘伶醉，河北的！大湖的德山，常德的！谁是正宗的？懂的自然懂！河北老大是,12-08 11:43
2582,134,0,生死看淡不服就干,12-08 11:41
2583,132,0,想看涨停,12-08 11:41
2584,128,0,年底了，年货该办了吧？今年送礼送什么？大声说：,12-08 11:40
2585,155,0,白酒行情持续到春节前,12-08 11:39
2586,160,0,12月3日买的三个酒,12-08 11:39
2587,135,0,牛牛牛,12-08 11:38
2588,113,0,这票今天必须板，日线翻红,12-08 11:38
2589,151,0,高位量力而为，不可追，自己千万别莽撞,12-08 11:37
2590,113,0,明天是啥情况，会继续涨吗，求指点。,12-08 11:37
2591,122,0,300094.600559.300133转10,12-08 11:36
2592,164,0,[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],12-08 11:35
2593,123,0,回避高关注度高购买度的股票,12-08 11:35
2594,126,0,拿住的过程很痛苦、但是结果会很快乐,12-08 11:35
2595,123,0,喝白酒的，的确是老大爷多,12-08 11:32
2596,125,0,量不够丫再放大一点,12-08 11:32
2597,138,0,大家坚持持住，还会涨的,12-08 11:32
2598,110,0,嘿嘿我还真不怕跌停已经13个点了最多少赚亏是不可能的了,12-08 11:31
2599,170,0,封个板吧老铁,12-08 11:31
2600,162,2,还有机会上车吗？昨天看到没买,12-08 11:56
2601,254,1,对市场要有认知，不要一天瞎，高抛低吸是对的，不要盲目吹牛逼，吹多了就是，,12-08 11:31
2602,221,0,年底了，年货采购开始了。白酒这才是开始涨,12-08 11:29
2603,163,0,你辉哥已经涨停关门了！你要快点啊！,12-08 11:27
2604,150,0,呼叫万手哥,12-08 11:27
2605,193,1,最高点卖了，不知道明天会不会哭,12-08 11:27
2606,139,1,19块的本,12-08 11:27
2607,135,0,请求支援，主力掩护我们～呼叫呼叫,12-08 11:25
2608,129,0,今天进来的套上了,12-08 11:25
2609,204,0,国联水产(300094)加速转型水产食品商，期待业绩向上拐点  日期：2020-,12-08 11:24
2610,172,0,衡水中学这么多的清华北大优秀人才，对老乡白酒企业总有情有独中吧！,12-08 11:23
2611,122,0,白酒杀疯了啊,12-08 11:23
2612,132,0,老白干赚了10个点出货了落袋为安以后有机会再接回来[呲牙]祝大家好运[爱心],12-08 11:23
2613,128,0,太没出息了我有点激动[鼓掌],12-08 11:22
2614,138,0,万手哥两次出现，可惜21.5卖了一半,12-08 11:22
2615,135,0,金徽酒都40多，我东北的老字号衡水老白干上30，没有问题吧，。你们有意见?？,12-08 11:22
2616,155,0,都告诉自己死拿不要动，还是被甩掉一层仓位！,12-08 11:21
2617,149,0,还有人，唱空老白干吗,12-08 11:21
2618,115,0,"害,早盘本该这,买了x新股真是自作自受",12-08 11:20
2619,116,0,这酒真上头,12-08 11:19
2620,129,0,三天百分之三十，牛，,12-08 11:19
2621,144,0,老白干真香，厉害，加油冲30,12-08 11:19
2622,131,0,老白干真牛,12-08 11:17
2623,121,0,无语！,12-08 11:15
2624,139,0,已经出货了。我还会回来的,12-08 11:15
2625,135,0,今天会突破22.37吗？,12-08 11:15
2626,106,0,又涨停板[大笑],12-08 11:15
2627,130,0,今天破新高，新的一波启动中[鼓掌],12-08 11:14
2628,124,0,大腿拍肿了4个点卖了,12-08 11:14
2629,122,0,今天这又是要涨停创新高节奏哦,12-08 11:14
2630,135,0,草率了，清了半仓[怒],12-08 11:14
2631,138,0,白酒就是A股的亲儿子,12-08 11:14
2632,133,0,给我破了新高,12-08 11:14
2633,150,0,涨停卖了。我害怕。,12-08 11:14
2634,120,0,破新高了但是我走了呜呜,12-08 11:14
2635,231,3,21.60走了，,12-08 11:13
2636,132,0,你kin你cnb,12-08 11:13
2637,174,0,卖啊？看傻了吧，我接你们的低价筹码，这波30,12-08 11:12
2638,221,1,唯有白酒最坚挺，大盘越弱，白酒越强，实在没招，喝点白酒，壮壮胆……,12-08 11:11
2639,173,1,22跑掉，留下的继续发财,12-08 11:10
2640,123,0,真的强,12-08 11:10
2641,152,0,21准备卖的哈好忍住了[呲牙],12-08 11:09
2642,133,0,很强势,12-08 11:09
2643,132,0,涨停的节奏,12-08 11:09
2644,195,1,冲击涨停,12-08 11:09
2645,119,0,昨天卖早了,12-08 11:09
2646,148,0,牛皮！,12-08 11:08
2647,147,0,不贪，先出一半，留住利润,12-08 11:08
2648,1832,0,你卖了就涨，是因为这个,12-08 11:08
2649,137,0,破高信号,12-08 11:08
2650,191,2,快买啊,12-08 11:08
2651,126,0,韭菜盒子，而且还是昨天剩下的，真可怜,12-08 11:07
2652,216,0,老白明天涨停一天后天大后天小回调周五又回涨干同志们,12-08 11:07
2653,146,0,创新高了,12-08 11:07
2654,134,0,21.91卖了，今天涨停，祝大家发财,12-08 11:07
2655,124,0,出货了,12-08 11:07
2656,140,0,牛逼,12-08 11:05
2657,149,0,打板你和金徽[傲],12-08 11:05
2658,148,0,来吧展示,12-08 11:05
2659,163,0,牛逼了,12-08 11:04
2660,114,0,今天应该有个新高吧,12-08 11:04
2661,139,0,来个万手哥,12-08 11:04
2662,154,0,亏啦20个点三天回本了，只有白酒才有这么快回本速度[大笑],12-08 11:04
2663,140,0,快点跑,12-08 11:04
2664,132,0,快点跑,12-08 11:04
2665,148,0,牛皮,12-08 11:03
2666,141,0,还是老白干厉害，酒鬼酒跌了,12-08 11:03
2667,147,0,厉害,12-08 11:03
2668,132,0,今天站不住22很危险,12-08 11:03
2669,128,0,昨天是谁留言说我的老白干不行了？,12-08 11:03
2670,128,0,没白干，白酒龙头,12-08 11:03
2671,120,0,这主力真厉害伊力特和珠江啤酒的孙子快来看看你爷爷,12-08 11:03
2672,173,2,拉好扶好，准备做电梯下降！,12-08 11:02
2673,148,0,涨停了,12-08 11:02
2674,146,0,维持月底小目标30不变[微笑],12-08 11:02
2675,120,0,玉蝴蝶你又错了，你咋没一次蒙对啊哈哈,12-08 11:01
2676,106,0,002247五华旅游收购,12-08 11:00
2677,120,0,真是强,12-08 11:00
2678,140,0,牛啊[赞],12-08 11:00
2679,1346,9,明天高开哪怕0.1我就进，低开超过0.5就宣布短线见顶，劝各位赶紧跑，一个月后再,12-08 10:59
2680,181,1,震掉车的拍腿疼吗[捂脸],12-08 10:59
2681,208,2,韭菜们感觉怎么样,12-08 10:58
